Reconstruction Ruleset,closest0,closest1,closest2,closest3,closest4,closest5,closest6,closest7,closest8,closest9,DurationTurns_Expected,DurationTurns_Current,DurationTurnsStdDev_Expected,DurationTurnsStdDev_Current,DurationTurnsNotTimeouts_Expected,DurationTurnsNotTimeouts_Current,DecisionMoves_Expected,DecisionMoves_Current,BoardCoverageDefault_Expected,BoardCoverageDefault_Current,AdvantageP1_Expected,AdvantageP1_Current,Balance_Expected,Balance_Current,Completion_Expected,Completion_Current,Timeouts_Expected,Timeouts_Current,Drawishness_Expected,Drawishness_Current,PieceNumberAverage_Expected,PieceNumberAverage_Current,BoardSitesOccupiedAverage_Expected,BoardSitesOccupiedAverage_Current,BranchingFactorAverage_Expected,BranchingFactorAverage_Current,DecisionFactorAverage_Expected,DecisionFactorAverage_Current
Yakamaido Ruleset/Yakamaido (Ludii 1) (Reconstructed),Six Men's Morris Ruleset/Cyningstan (Suggested),Nerenchi Keliya,Tsoro Yemutwelve,Triodi (Diagonal),Mylna,Marelle Triple,Triodi,Six Men's Morris Ruleset/Murray (Suggested),Nine Men's Morris,Twelve Men's Morris Ruleset/With Diagonal (Suggested),434.2423529411765,144.8,518.3982352941175,540.3,223.67411764705884,20.85,0.9641176470588235,0.98,0.9270588235294116,0.86,0.618235294117647,0.46,0.6758823529411765,0.91,0.8523529411764706,0.95,0.1464705882352941,0.05,0.1476470588235294,0.05,11.928823529411764,12.18,0.521764705882353,0.51,10.459999999999999,11.89,10.817647058823528,12.09
Yakamaido Ruleset/Yakamaido (Ludii 2) (Reconstructed),Mlabalaba,La Chascona,Tule Paid,Triodi (Diagonal),Nine Men's Morris,Six Men's Morris Ruleset/Cyningstan (Suggested),Twelve Men's Morris Ruleset/With Diagonal (Suggested),Mylna,Triodi,Nerenchi Keliya,442.59466666666657,95.0,493.2046666666666,422.9,248.49266666666668,20.62,0.9646666666666666,0.98,0.9240000000000002,0.87,0.6166666666666668,0.35,0.6679999999999999,0.71,0.8506666666666667,0.97,0.148,0.03,0.14933333333333332,0.03,12.058666666666666,12.06,0.5193333333333333,0.5,10.807333333333334,11.98,11.165333333333333,12.16
Yakamaido Ruleset/Yakamaido (Ludii 3) (Reconstructed),Twelve Men's Morris Ruleset/With Diagonal (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),Mylna,Tsoro Yemutwelve,Triodi,Nine Men's Morris,Marelle Triple,Tule Paid,Mlabalaba,Triodi (Diagonal),538.9442857142857,149.2,501.7978571428571,480.7,253.75428571428571,51.31,0.9721428571428572,0.98,0.9142857142857146,0.97,0.6078571428571429,0.66,0.6435714285714287,0.68,0.8049999999999999,0.96,0.19357142857142853,0.04,0.195,0.04,11.838571428571427,13.45,0.5142857142857143,0.56,11.165000000000003,10.57,11.450000000000001,10.74
Yakamaido Ruleset/Yakamaido (Ludii 4) (Reconstructed),Nerenchi Keliya,Xonin Shatar (Simple),Five Men's Morris Ruleset/Cyningstan (Suggested),La Chascona,Tule Paid,Triodi,Triodi (Diagonal),Nine Men's Morris,Mylna,Achi Ruleset/Murray (Described),530.546,115.5,595.2735,377.3,240.05599999999998,66.88,0.9690000000000001,0.99,0.9210000000000003,0.86,0.5945,0.65,0.6885000000000001,0.7,0.8225000000000001,0.98,0.17649999999999996,0.02,0.1775,0.02,11.737,10.34,0.522,0.43,10.3365,10.79,10.650500000000001,10.9
Yakamaido Ruleset/Yakamaido (Ludii 5) (Reconstructed),Twelve Men's Morris Ruleset/With Diagonal (Suggested),La Chascona,Triodi (Diagonal),Xonin Shatar (Simple),Triodi,Nine Men's Morris,Tule Paid,Mlabalaba,Five Men's Morris Ruleset/Cyningstan (Suggested),Marelle Triple,558.22,304.1,554.6335714285714,738.8,255.59500000000003,60.2,0.9742857142857143,0.98,0.9157142857142857,0.97,0.6264285714285714,0.69,0.6807142857142857,0.61,0.7978571428571429,0.89,0.20071428571428568,0.1,0.20214285714285715,0.11,11.877142857142857,12.73,0.5157142857142858,0.53,11.07642857142857,12.31,11.336428571428572,12.52
Yakamaido Ruleset/Yakamaido (Ludii 6) (Reconstructed),Tule Paid,Nerenchi Keliya,Five Men's Morris Ruleset/Cyningstan (Suggested),Mlabalaba,Tsoro Yemutwelve,Mylna,Triodi,Nine Men's Morris,Triodi (Diagonal),La Chascona,541.31375,178.3,566.5231249999999,504.8,252.11874999999998,81.62,0.9675,0.99,0.9118750000000002,0.87,0.6012500000000001,0.6,0.67,0.8,0.8125000000000001,0.96,0.18687499999999999,0.04,0.18749999999999997,0.04,11.911875000000002,10.39,0.5149999999999999,0.43,10.758125,10.77,11.086875,10.88
Yakamaido Ruleset/Yakamaido (Ludii 7) (Reconstructed),Nao Guti,Triodi (Diagonal),Five Men's Morris Ruleset/Murray (Suggested),Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi,Nerenchi Keliya,Nine Men's Morris,Tule Paid,Marelle Triple,430.48999999999995,102.0,616.6261111111112,373.1,146.0227777777778,53.15,0.9661111111111111,1.0,0.9216666666666666,0.85,0.6083333333333335,0.62,0.6611111111111111,0.76,0.87,0.98,0.1288888888888889,0.02,0.13,0.02,11.731666666666667,10.41,0.5122222222222222,0.43,10.674444444444442,11.08,11.016666666666666,11.1
Yakamaido Ruleset/Yakamaido (Ludii 8) (Reconstructed),Tule Paid,Triodi (Diagonal),Xonin Shatar (Simple),Nine Men's Morris,Triodi,La Chascona,Nerenchi Keliya,Five Men's Morris Ruleset/Cyningstan (Suggested),Nao Guti,Mylna,515.5129411764706,161.5,551.9864705882352,536.5,241.90882352941176,38.49,0.9682352941176471,0.99,0.9147058823529413,0.87,0.6017647058823529,0.59,0.6764705882352942,0.81,0.8223529411764705,0.95,0.17647058823529416,0.05,0.17764705882352944,0.05,11.975882352941177,10.5,0.5164705882352941,0.44,10.881176470588237,10.83,11.208823529411767,10.95
Yakamaido Ruleset/Yakamaido (Ludii 9) (Reconstructed),Nerenchi Keliya,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi (Diagonal),Marelle Triple,Nao Guti,Nine Men's Morris,Mylna,Six Men's Morris Ruleset/Murray (Suggested),Triodi,Achi Ruleset/Murray (Described),441.7122222222222,500.4,639.1538888888888,938.9,146.40111111111113,90.89,0.9694444444444446,1.0,0.9183333333333334,0.92,0.6055555555555555,0.56,0.6666666666666666,0.87,0.8655555555555555,0.83,0.13333333333333333,0.17,0.13444444444444445,0.17,11.637222222222222,11.04,0.5083333333333333,0.46,10.722222222222221,17.82,11.035000000000002,17.84
Yakamaido Ruleset/Yakamaido (Ludii 10) (Reconstructed),Tule Paid,Triodi,Achi Ruleset/Murray (Described),Nerenchi Keliya,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi (Diagonal),Xonin Shatar (Simple),Mylna,Nine Men's Morris,Marelle Triple,430.995,860.9,598.254375,1150.0,158.705625,53.63,0.9668749999999999,1.0,0.925625,0.95,0.598125,0.64,0.6668750000000001,0.73,0.8731249999999999,0.67,0.12562500000000001,0.33,0.12687500000000002,0.33,11.730625,11.2,0.51375,0.47,10.5825,19.72,10.918124999999998,19.73
Sgjough Ruleset/Sgjough (Ludii 1) (Reconstructed),Fettas,Mlabalaba,Tule Paid,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi,Nao Guti,Nine Men's Morris,Nerenchi Keliya,Mylna,Achi Ruleset/Murray (Described),476.0946666666667,323.1,637.7313333333334,769.7,160.57466666666667,54.1,0.966,0.99,0.9213333333333334,0.89,0.5913333333333334,0.55,0.6706666666666669,0.91,0.856,0.89,0.14400000000000002,0.11,0.14400000000000002,0.11,11.423333333333336,11.96,0.5139999999999999,0.5,10.111333333333333,9.64,10.443999999999999,9.74
Sgjough Ruleset/Sgjough (Ludii 2) (Reconstructed),Triodi (Diagonal),Six Men's Morris Ruleset/Murray (Suggested),La Chascona,Achi Ruleset/Murray (Described),Triodi,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nerenchi Keliya,Xonin Shatar (Simple),Nine Men's Morris,Marelle Triple,533.6378947368421,135.1,578.2510526315788,484.9,269.1768421052631,36.62,0.9678947368421053,1.0,0.9321052631578945,0.74,0.5963157894736844,0.48,0.6915789473684211,0.96,0.8263157894736843,0.96,0.1726315789473684,0.04,0.1736842105263158,0.04,11.66157894736842,8.46,0.5289473684210527,0.35,9.972105263157896,10.89,10.292105263157895,10.93
Sgjough Ruleset/Sgjough (Ludii 3) (Reconstructed),Five Men's Morris Ruleset/Cyningstan (Suggested),Mlabalaba,Triodi,Nerenchi Keliya,Xonin Shatar (Complex),Mylna,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Morabaraba,Achi Ruleset/Murray (Described),Nine Men's Morris,537.2560869565218,307.6,564.4643478260869,740.7,243.14739130434785,64.1,0.9704347826086955,0.91,0.9260869565217393,0.99,0.5921739130434783,0.45,0.68,0.9,0.822608695652174,0.8,0.17652173913043476,0.1,0.1773913043478261,0.2,11.800434782608693,14.61,0.5282608695652175,0.61,10.144782608695653,10.29,10.444347826086956,11.11
Sgjough Ruleset/Sgjough (Ludii 4) (Reconstructed),Tsoro Yemutwelve,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nerenchi Keliya,Nine Men's Morris,Triodi (Diagonal),Triodi,La Chascona,Five Men's Morris Ruleset/Cyningstan (Suggested),Mylna,Mlabalaba,604.9092857142856,243.7,615.0085714285715,641.4,279.62499999999994,73.9,0.9692857142857142,0.99,0.9042857142857142,0.89,0.5742857142857144,0.56,0.7064285714285713,0.87,0.7878571428571427,0.93,0.21142857142857147,0.07,0.21214285714285716,0.07,11.791428571428572,11.63,0.5128571428571429,0.48,10.920714285714286,9.89,11.237857142857141,10.02
Sgjough Ruleset/Sgjough (Ludii 5) (Reconstructed),Triodi (Diagonal),La Chascona,Nerenchi Keliya,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Nine Men's Morris,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),Triodi,Fettas,Mlabalaba,571.322,866.2,596.8546666666666,1148.0,264.4633333333333,61.63,0.9666666666666668,0.99,0.908,0.94,0.5726666666666667,0.54,0.7193333333333334,0.93,0.8006666666666665,0.67,0.19866666666666666,0.33,0.19933333333333333,0.33,11.918666666666665,11.11,0.5166666666666667,0.46,10.785333333333334,16.05,11.124666666666666,16.15
Sgjough Ruleset/Sgjough (Ludii 6) (Reconstructed),Five Men's Morris Ruleset/Cyningstan (Suggested),Achi Ruleset/Murray (Described),Nerenchi Keliya,Nine Men's Morris,Mlabalaba,Triodi (Diagonal),Tule Paid,La Chascona,Triodi,Twelve Men's Morris Ruleset/With Diagonal (Suggested),592.556,355.9,605.5885000000001,779.8,271.31799999999987,117.6,0.9694999999999997,0.99,0.9310000000000003,0.89,0.5845,0.51,0.6930000000000001,0.98,0.8030000000000002,0.9,0.196,0.1,0.19699999999999998,0.1,11.535499999999999,12.28,0.531,0.51,9.774,9.63,10.078,9.72
Sgjough Ruleset/Sgjough (Ludii 7) (Reconstructed),Xonin Shatar (Simple),Nao Guti,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nerenchi Keliya,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Triodi,Nine Men's Morris,Mylna,Achi Ruleset/Murray (Described),Fettas,444.1238888888889,1395.0,656.19,1220.0,146.0961111111111,97.93,0.9677777777777778,0.99,0.9177777777777779,0.96,0.5866666666666668,0.54,0.7044444444444445,0.92,0.8644444444444446,0.46,0.13444444444444445,0.54,0.13555555555555557,0.54,11.639444444444443,11.73,0.5083333333333334,0.49,10.66888888888889,21.47,10.998333333333335,21.54
Sgjough Ruleset/Sgjough (Ludii 8) (Reconstructed),Mlabalaba,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Mulabalaba,Five Men's Morris Ruleset/Cyningstan (Suggested),Xonin Shatar (Simple),Nine Men's Morris,Triodi,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Achi Ruleset/Murray (Described),Nerenchi Keliya,583.9961904761903,295.4,617.7366666666667,736.2,261.8771428571428,77.36,0.9704761904761904,1.0,0.9238095238095237,0.77,0.5861904761904763,0.42,0.6961904761904762,0.85,0.8057142857142856,0.91,0.19333333333333336,0.09,0.19428571428571428,0.09,11.632380952380952,8.84,0.5257142857142858,0.37,10.11142857142857,10.46,10.410476190476192,10.48
Sgjough Ruleset/Sgjough (Ludii 9) (Reconstructed),Fettas,Triodi,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nine Men's Morris,Marelle Triple,Nerenchi Keliya,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Tsoro Yemutwelve,Mlabalaba,Five Men's Morris Ruleset/Cyningstan (Suggested),571.322,1088.0,596.8546666666666,1203.0,264.4633333333333,66.45,0.9666666666666668,0.99,0.908,0.95,0.5726666666666667,0.53,0.7193333333333333,0.94,0.8006666666666665,0.58,0.19866666666666669,0.42,0.19933333333333333,0.42,11.918666666666667,11.42,0.5166666666666667,0.48,10.785333333333334,15.89,11.124666666666666,16.0
Sgjough Ruleset/Sgjough (Ludii 10) (Reconstructed),Mylna,Achi Ruleset/Murray (Described),Triodi (Diagonal),Marelle Triple,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nine Men's Morris,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Five Men's Morris Ruleset/Murray (Suggested),Triodi,Nerenchi Keliya,411.65666666666664,1234.0,598.6372222222221,1220.0,148.03055555555557,67.29,0.9661111111111111,1.0,0.9194444444444445,0.95,0.5966666666666667,0.53,0.685,0.94,0.8783333333333334,0.52,0.12055555555555553,0.48,0.12166666666666666,0.48,11.94222222222222,12.1,0.5116666666666667,0.5,10.837222222222222,19.16,11.182777777777778,19.2
Roman Merels Ruleset/Roman Merels (Ludii 1) (Reconstructed),Nerenchi Keliya,Mlabalaba,Morabaraba,Five Men's Morris Ruleset/Cyningstan (Suggested),Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Marelle Triple,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi,Nine Men's Morris,Fettas,468.9163157894737,198.1,512.1389473684212,583.0,221.53894736842108,51.17,0.9663157894736841,0.91,0.9178947368421053,0.99,0.5889473684210527,0.59,0.6957894736842105,0.82,0.8400000000000001,0.82,0.15894736842105261,0.06,0.15999999999999998,0.18,12.182631578947367,14.25,0.5221052631578947,0.59,10.762631578947365,10.27,11.108421052631579,11.01
Roman Merels Ruleset/Roman Merels (Ludii 2) (Reconstructed),Nine Men's Morris,Mylna,Triodi,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Nao Guti,Five Men's Morris Ruleset/Cyningstan (Suggested),Triodi (Diagonal),Fettas,La Chascona,Twelve Men's Morris Ruleset/With Diagonal (Suggested),571.322,876.8,596.8546666666666,1145.0,264.46333333333337,77.37,0.9666666666666667,0.99,0.9079999999999999,0.93,0.5726666666666668,0.56,0.7193333333333334,0.87,0.8006666666666666,0.67,0.19866666666666666,0.33,0.1993333333333333,0.33,11.918666666666667,10.99,0.5166666666666667,0.46,10.785333333333334,15.89,11.124666666666668,16.0
Roman Merels Ruleset/Roman Merels (Ludii 3) (Reconstructed),Mlabalaba,Nerenchi Keliya,Morabaraba,Mylna,Nine Men's Morris,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),La Chascona,Triodi,468.9163157894737,327.4,512.1389473684211,771.1,221.53894736842105,58.92,0.9663157894736841,0.91,0.9178947368421053,0.98,0.5889473684210528,0.55,0.6957894736842105,0.91,0.84,0.79,0.15894736842105264,0.11,0.16,0.21,12.182631578947367,14.67,0.5221052631578948,0.61,10.762631578947369,10.18,11.108421052631577,10.82
Roman Merels Ruleset/Roman Merels (Ludii 4) (Reconstructed),Xonin Shatar (Simple),Twelve Men's Morris Ruleset/With Diagonal (Suggested),Fettas,Mylna,Nerenchi Keliya,Five Men's Morris Ruleset/Cyningstan (Suggested),Nine Men's Morris,Triodi,Triodi (Diagonal),Achi Ruleset/Murray (Described),583.9961904761903,1274.0,617.7366666666667,1225.0,261.8771428571429,49.88,0.9704761904761904,1.0,0.9238095238095237,0.95,0.5861904761904763,0.53,0.6961904761904761,0.94,0.8057142857142856,0.5,0.1933333333333333,0.5,0.19428571428571428,0.5,11.632380952380952,12.04,0.5257142857142858,0.5,10.111428571428572,19.66,10.41047619047619,19.7
Roman Merels Ruleset/Roman Merels (Ludii 5) (Reconstructed),Marelle Triple,Nerenchi Keliya,La Chascona,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nine Men's Morris,Triodi,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Nao Guti,Triodi (Diagonal),Mlabalaba,354.7275,943.6,623.7599999999999,1171.0,91.89583333333333,68.2,0.9641666666666667,0.99,0.8958333333333334,0.94,0.5983333333333334,0.51,0.6808333333333333,0.98,0.8891666666666668,0.64,0.11000000000000003,0.36,0.11083333333333334,0.36,11.9975,11.11,0.48833333333333334,0.46,11.870000000000003,15.9,12.24,16.01
Roman Merels Ruleset/Roman Merels (Ludii 6) (Reconstructed),Mylna,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Triodi,Nine Men's Morris,Mlabalaba,Nao Guti,La Chascona,Five Men's Morris Ruleset/Cyningstan (Suggested),Nerenchi Keliya,Tsoro Yemutwelve,575.745625,336.6,626.5512500000001,766.8,249.36375,96.3,0.968125,0.99,0.9099999999999999,0.89,0.58125,0.58,0.7100000000000001,0.84,0.7975,0.9,0.20187499999999997,0.1,0.20249999999999996,0.1,11.686874999999999,11.63,0.51625,0.48,10.537500000000001,9.73,10.859375000000002,9.85
Roman Merels Ruleset/Roman Merels (Ludii 7) (Reconstructed),Nerenchi Keliya,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Tsoro Yemutwelve,Nine Men's Morris,Mylna,Triodi,Nao Guti,Mlabalaba,Five Men's Morris Ruleset/Cyningstan (Suggested),La Chascona,619.6869230769231,280.8,596.1092307692307,717.9,295.5146153846154,61.4,0.9676923076923077,0.99,0.9138461538461539,0.89,0.5707692307692308,0.54,0.7023076923076922,0.93,0.7823076923076923,0.91,0.21692307692307694,0.09,0.21769230769230768,0.09,11.654615384615386,11.67,0.52,0.49,10.463846153846152,9.84,10.790000000000001,9.98
Roman Merels Ruleset/Roman Merels (Ludii 8) (Reconstructed),Triodi,Nine Men's Morris,Mulabalaba,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Fettas,Mylna,Triodi (Diagonal),Nerenchi Keliya,Marelle Triple,La Chascona,311.36384615384617,1331.0,560.5015384615384,1213.0,89.26461538461538,115.8,0.9607692307692308,1.0,0.9146153846153846,0.96,0.5938461538461538,0.53,0.6992307692307692,0.95,0.9053846153846153,0.49,0.09307692307692308,0.51,0.09461538461538463,0.51,12.084615384615384,11.55,0.5038461538461538,0.48,11.332307692307692,21.86,11.73230769230769,21.91
Roman Merels Ruleset/Roman Merels (Ludii 9) (Reconstructed),Mylna,La Chascona,Nine Men's Morris,Nerenchi Keliya,Triodi,Achi Ruleset/Murray (Described),Five Men's Morris Ruleset/Murray (Suggested),Twelve Men's Morris Ruleset/With Diagonal (Suggested),Nao Guti,Xonin Shatar (Simple),467.42062500000003,295.5,664.4575000000001,738.3,154.88249999999996,50.61,0.9656250000000001,0.99,0.9237500000000003,0.88,0.583125,0.58,0.6962499999999999,0.84,0.8574999999999999,0.9,0.141875,0.1,0.14250000000000002,0.1,11.43375,11.78,0.5118750000000001,0.49,10.145625000000003,9.73,10.484374999999998,9.87
Roman Merels Ruleset/Roman Merels (Ludii 10) (Reconstructed),Nerenchi Keliya,Six Men's Morris Ruleset/Murray (Suggested),Nine Men's Morris,Nao Guti,Mylna,Triodi (Diagonal),La Chascona,Mlabalaba,Triodi,Achi Ruleset/Murray (Described),429.2108333333333,250.7,646.8183333333333,650.5,132.66,81.45,0.9633333333333334,0.99,0.9091666666666667,0.9,0.5791666666666667,0.47,0.685,0.93,0.8716666666666666,0.93,0.12833333333333335,0.07,0.12833333333333335,0.07,11.353333333333333,11.99,0.5033333333333333,0.5,10.304166666666665,9.69,10.667499999999999,9.8
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 1) (Reconstructed),Marelle Triple,Triodi,Achi Ruleset/Murray (Described),La Chascona,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Five Men's Morris Ruleset/Murray (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),Mylna,Nerenchi Keliya,Nine Men's Morris,649.485,148.2,653.1288888888889,478.7,293.8955555555556,75.46,0.9694444444444444,1.0,0.9272222222222223,0.75,0.5661111111111111,0.49,0.7144444444444445,0.99,0.7822222222222223,0.97,0.2172222222222222,0.03,0.21777777777777774,0.03,11.33611111111111,8.54,0.5283333333333333,0.36,9.598888888888887,10.76,9.9,10.79
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 2) (Reconstructed),Five Men's Morris Ruleset/Cyningstan (Suggested),Triodi,Six Men's Morris Ruleset/Cyningstan (Suggested),Five Men's Morris Ruleset/Murray (Suggested),Xonin Shatar (Simple),Mlabalaba,Nine Men's Morris,Shah,Mylna,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),667.4866666666667,2417.0,640.8604761904762,426.3,310.56523809523804,434.7,0.9647619047619047,1.0,0.9257142857142858,0.93,0.578095238095238,0.51,0.700952380952381,0.98,0.7809523809523808,0.04,0.21857142857142856,0.96,0.21904761904761902,0.96,11.735238095238095,10.84,0.5300000000000001,0.45,9.84952380952381,9.12,10.182857142857143,9.14
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 3) (Reconstructed),Six Men's Morris Ruleset/Cyningstan (Suggested),Nine Men's Morris,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),Achi Ruleset/Murray (Described),Nao Guti,Marelle Triple,Tule Paid,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),Five Men's Morris Ruleset/Murray (Suggested),608.0609999999999,1627.0,632.6535,1157.0,271.04349999999994,141.9,0.9699999999999998,0.99,0.922,0.98,0.585,0.47,0.692,0.93,0.797,0.37,0.20249999999999999,0.63,0.20299999999999999,0.63,11.564,10.68,0.525,0.67,9.974500000000003,5.04,10.273000000000001,5.12
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 4) (Reconstructed),Five Men's Morris Ruleset/Cyningstan (Suggested),Mlabalaba,Marelle Triple,Achi Ruleset/Murray (Described),Nerenchi Keliya,Six Men's Morris Ruleset/Murray (Suggested),Triodi,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Six Men's Morris Ruleset/Cyningstan (Suggested),Triodi (Diagonal),610.5544444444444,1708.0,613.5427777777778,1101.0,297.1333333333333,361.0,0.9772222222222224,1.0,0.9277777777777777,0.99,0.62,0.47,0.6844444444444444,0.95,0.798888888888889,0.37,0.20000000000000004,0.63,0.20111111111111113,0.63,11.567777777777776,10.98,0.53,0.69,10.088333333333331,4.87,10.32333333333333,4.9
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 5) (Reconstructed),Six Men's Morris Ruleset/Cyningstan (Suggested),Xonin Shatar (Simple),Triodi (Diagonal),Five Men's Morris Ruleset/Murray (Suggested),Nine Men's Morris,Achi Ruleset/Murray (Described),Five Men's Morris Ruleset/Cyningstan (Suggested),Mlabalaba,Triodi,Twelve Men's Morris Ruleset/Board Game Geek (Suggested),559.0309090909091,2452.0,590.0622727272727,330.9,251.55363636363637,136.5,0.9695454545454543,1.0,0.9209090909090908,0.93,0.6022727272727272,0.5,0.67,1.0,0.8145454545454546,0.02,0.18454545454545454,0.98,0.18545454545454546,0.98,11.463181818181818,10.46,0.5218181818181817,0.44,9.993636363636362,9.11,10.296818181818182,9.11
Rwandan Alignment Game Ruleset/Rwandan Alignment Game (Ludii 6) (Reconstructed),Triodi,Nao Guti,Nerenchi Keliya,Six Men's Morris Ruleset/Cyningstan (Suggested),Five Men's Morris Ruleset/Cyningstan (Suggested),Triodi (Diagonal),Five Men's Morris Ruleset/Murray (Suggested),Six Men's Morris Ruleset/Murray (Suggested),Achi Ruleset/Murray (Described),Tule Paid,679.6186666666669,2111.0,610.838,879.3,342.4053333333333,213.7,0.9766666666666666,0.96,0.9333333333333335,0.99,0.6213333333333335,0.45,0.6673333333333334,0.89,0.7753333333333335,0.17,0.22400000000000003,0.83,0.22466666666666668,0.83,11.316,10.95,0.5386666666666666,0.68,9.288,4.85,9.517333333333333,5.03
